अफ्रीका	Afrika
गोथा कार्यक्रम	Gothaprogrammet
हरिलाल गान्धी	Harilal Gandhi
मिखाइल इभानोभिच तुगान-बारानोभ्सकी	Michail Tugan-Baranovskij
मोथे	Cyperus rotundus
बगर भारद्वाज	Sandlärka
इसाई प्रजातान्त्रिक दल (चिले)	Kristdemokratiska partiet (Chile)
एनिमल फार्म	Djurfarmen
बर	Banjan (träd)
दुर्योधन	Duryodhana
भगोष्ठ	Blygdläppar
श्रेणी:रुस	Kategori:Ryssland
श्रेणी:जापान	Kategori:Japan
श्रेणी:भारत	Kategori:Indien
कपासे	Fjällskäror
राष्ट्रिय नविकरण	Renovación Nacional
याज्ञवल्क्य	Yajnavalkya
बाजीगर	Ormtjusning
फुस्रो चैतेचरा	Kinesisk nattskärra
क्षत्री	Kshatriya
अल इन्डिया फर्वार्ड ब्लक	All India Forward Bloc
फिरोजाबाद	Firozabad
श्रेणी:पोल्याण्ड	Kategori:Polen
श्रेणी:चरा	Kategori:Fåglar
श्रेणी:इतिहास	Kategori:Historia
श्रेणी:भूगोल	Kategori:Geografi
श्रेणी:धर्म	Kategori:Religion
श्रेणी:विज्ञान	Kategori:Vetenskap
श्रेणी:पृथ्वी	Kategori:Jorden
मोनोकिनी	Monokini
खैरो खरायो	Svartnackad hare
कालछिद्र सूचना विरोधाभास	Svarta hålets informationsparadox
१९३४ फिफा विश्वकप	Världsmästerskapet i fotboll 1934
कन्टकारी	Solanum virginianum
अकबरे खुर्सानी	Red Savina
गौरीशंकर हिमाल	Gauri Sankar
थोप्ले राजपंखी लोखेर्के	Fläckig jätteflygekorre
स्वतन्त्र मजदुर पार्टी	Independent Labour Party
ठुटे ढाडेमुसो	Nesokia indica
कीर्तिपुर नगरपालिका	Kirtipur
मऊ जिल्ला	Mau (distrikt)
एटा जिल्ला	Etah
आय	Inkomst
बाल विवाह	Barnäktenskap
जुरेसल्ला	Picea smithiana
समाजिक-जनवादी आमूल पार्टी	Partido Radical Socialdemócrata
लघुपत्र	Podophyllum peltatum
अजरबैजान (स्पष्टता)	Azerbajdzjan (olika betydelser)
संहितापाठ	Samhita
खोले टिकटिके	Indisk ärla
ठुटेपंखे ट्याकट्याके	Kortvingad rörsångare
कानकैले बगेडी	Rödkindad sparv
गुलाफीकण्ठे चुइयाँ	Rosenpiplärka
चीनियाँ झाडीफिस्टो	Kinesisk smygsångare
सोइरने तोरीगाँडा	Vitstrupig fnittertrast
थोप्ले झाडीफिस्टो	Fläckig smygsångare
खैरो बाँदरचरी	Brun papegojnäbb
कैलोकाने फिस्टो	Rostkindad cettia
लामोठुँडे चुइयाँ	Långnäbbad piplärka
पहेंलोटाउके काष्ठकुट	Mahrattaspett
आली चुइयाँ	Orientpiplärka
चश्मे भारद्वाज	Askkronad finklärka
बैजनी फिस्टो	Violsångare
अग्नि भारद्वाज	Rödstjärtad ökenlärka
नीलतुथो अर्जुनक	Turkosflugsnappare
हिमाली खेतमुसा	Rattus nitidus
राजसल्ला	Cupressus torulosa
बबुल	Acacia nilotica
हिन्दू संस्कार	Samskara
पुतली फूल	Purpurvinda
क्रान्तिकारी समाजवादी पार्टी	Revolutionary Socialist Party
विदिशा	Vidisha
हिमाली छुचुन्द्रो	Soriculus nigrescens
सुँगुरे काँडा	Tistelsläktet
राजमुंदरी	Rajahmundry
फर्मियम	Fiberliljesläktet
भारतको उपराष्ट्रपति	Indiens vicepresident
सबाल्टर्न	Subaltern (litteratur)
पठानकोट	Pathankot
रुद्राक्ष	Elaeocarpus ganitrus
नेपालको इतिहास	Nepals historia
खंडवा	Khandwa
गढवा	Garhwa
भेजिनल फोर्निक्स	Fornix vaginae
तेजपात	Cinnamomum tamala
आन्तरिक नियन्त्रण प्रणाली	Intern kontroll
मुख्यमंत्री	Chefsminister
इसामु आकासाकी	Isamu Akasaki
जोहन ओ केफे	John O'Keefe
जोमसोम	Jomsom
गोधरा	Godhra
हरदोई	Hardoi
हाथरस	Hathras
झाडी मुसो	Golunda ellioti
लेओनिदा बिस्सोलाती	Leonida Bissolati
ढाँचा:Dts	Mall:Dts
भलायो	Semecarpus anacardium
रामानुजाचार्य	Ramanuya
वर्ग संघर्ष	Klasskamp
बुलन्दशहर जिल्ला	Bulandshahr (distrikt)
लखिमपुर खेरी जिल्ला	Kheri (distrikt)
कुम	Axelled
लोकतन्त्राकोलागि पार्टी	Partido por la Democracia
मुसे ठुटेखरायो	Himalayapiphare
नीर बिरालो	Viverra
ब्लिथको घाँसेमुसो	Microtus leucurus
लामपुच्छ्रे पहाडी छुचुन्द्रो	Episoriculus macrurus
हड्सनको खैरादाँते छुचुन्द्रो	Episoriculus caudatus
मेरठ जिल्ला	Meerut (distrikt)
लामपुच्छ्रे खैरादाँते छुचुन्द्रो	Episoriculus leucops
सिक्किमे घाँसेमुसो	Microtus sikimensis
पाँचधर्के लोखर्के	Funambulus pennantii
कुकको मुसो	Mus cookii
ध्वाँसे मुसो	Niviventer eha
पहाडी पानी छुचुन्द्रो	Chimarrogale himalayica
तुर्किस्ताने मुसो	Rattus pyctoris
ठुलो ढाडेमुसा	Bandicota indica
वन मुसो	Mus terricolor
काँडे घरमुसो	Mus platythrix
लामपुच्छ्रे रूखमुसो	Vandeleuria oleracea
उफ्रने मुसो	Tatera indica
पहाडी घाँसमुसो	Alticola roylei
सानो खेतमुसो	Mus booduga
लाम्काने ठुटेखरायो	Storörad piphare
खाकिरंगे मुसो	Mus cervicolor
हिमाली सुँगुरेमुसो	Euroscaptor micrura
पूर्णिया	Purnia
नांदयाल	Nandyal
हरदोई जिल्ला	Hardoi (distrikt)
पूर्व सिक्किम	East Sikkim
लखनऊ जिल्ला	Lucknow (distrikt)
मथुरा जिल्ला	Mathura (distrikt)
इलाहाबाद जिल्ला	Allahabad (distrikt)
गाजियाबाद जिल्ला	Ghaziabad (distrikt)
रोगनिरोधन	Profylax
मोतिहारी	Motihari
इभानिसिन्स	Evanescence
पंढरपुर	Pandharpur
कालिमान्टन आँप	Mangifera casturi
नोबेल फाउण्डेशन	Nobelstiftelsen
उत्तरी सिक्किम	North Sikkim
मुरैना	Morena
गौतम बुद्ध नगर जिल्ला	Gautam Buddha Nagar
सहारनपुर जिल्ला	Saharanpur (distrikt)
बागपत जिल्ला	Baghpat (distrikt)
बरेली जिल्ला	Bareilly (distrikt)
राष्ट्रवादी पार्टी	Patriotiska partiet
दक्षिणी सिक्किम	South Sikkim
यमुना नगर	Yamunanagar
खाद्य सूक्ष्मजैविकी	Livsmedelsmikrobiologi
औरैया जिल्ला	Auraiya (distrikt)
सीतापुर जिल्ला	Sitapur (distrikt)
बहराइच जिल्ला	Bahraich (distrikt)
शाहजहाँपुर जिल्ला	Shahjahanpur (distrikt)
फैजाबाद जिल्ला	Faizabad (distrikt)
बदौन जिल्ला	Budaun (distrikt)
इटावा जिल्ला	Etawah (distrikt)
महोबा जिल्ला	Mahoba (distrikt)
रामपुर जिल्ला	Rampur (distrikt)
सिद्धार्थनगर जिल्ला	Siddharthnagar
मैनपुरी जिल्ला	Mainpuri (distrikt)
सुरिनामी मजदुर पार्टी	Surinams arbetarparti
झुसे तिल	Nigerfrö
उत्तर प्रदेशका मुख्यमन्त्रीहरुको सूची	Lista över premiärministrar i Uttar Pradesh
कुशीनगर जिल्ला	Kushinagar (distrikt)
सिलौटो	Metate
ज्योतिबा फुले नगर जिल्ला	Jyotiba Phule Nagar
फर्रुखाबाद जिल्ला	Farrukhabad
गहत	Macrotyloma uniflorum
महानगरीय क्षेत्र	Storstadsområde
बारामुल्ला जिल्ला	Baramula (distrikt)
खम्मम	Khammam
झाबुआ	Jhabua
मंदसौर	Mandsaur
मेहसाना	Mahesana
पीतकटी फिस्टो	Sydlig kungsfågelsångare
घेघरी झाडीफिस्टो	Ljusbent stubbstjärt
ठूलो रातोटाउके झाडीफिस्टो	Rostkronad cettia
समस्तीपुर	Samastipur
नवादा	Nawada
लखीसराय	Lakhisarai
मधेपुरा	Madhepura
तेनाली	Tenali
जोरहाट	Jorhat
गोंडा जिल्ला	Gonda (distrikt)
बिजनौर जिल्ला	Bijnor (distrikt)
उन्नाव जिल्ला	Unnao (distrikt)
झाँसी जिल्ला	Jhansi (distrikt)
उधमपुर	Udhampur
संत कबीर नगर जिल्ला	Sant Kabir Nagar
श्रावस्ती जिल्ला	Shrawasti
फतेहपुर जिल्ला	Fatehpur (distrikt)
