ஆப்பிரிக்கா	Afrika
செல்ட்டிக் திடல்	Celtic Park
அணி விளையாட்டு	Lagsport
தொழிற் கட்சி (ஆஸ்திரேலியா)	Australiens arbetarparti
துப்பாக்கியால் சுட்டு மரண தண்டனை	Arkebusering
சமூகவலை பக்கக்குறிப்பு	Sociala bokmärken
மேற்குப் போர்முனை (இரண்டாம் உலகப் போர்)	Västfronten under andra världskriget
சிக்வின்	Cygwin
உயரமானி	Höjdmätare
தேங்காய் எண்ணெய்	Kokosfett
காவிரி ஆறு	Kaveri
நாளந்தா	Nalanda
23 மெரீனா	23 Marina
புனித ஆண்ட்ரூசு பல்கலைக்கழகம்	Saint Andrews universitet
பாய்ம இயக்கவியல்	Fluidmekanik
டைன் ஆறு	Tyne
ஆர்க்டிக் ஓநாய்	Polarvarg
குப்பைத் தொட்டி	Soptunna
எட் மிலிபாண்ட்	Ed Miliband
சயீனைடீ	Havsgösfiskar
நீர் உறிஞ்சும் திறன்	Hygroskopi
எட்வேர்ட் வைட்	Edward H. White
போர்த்துகலின் மூன்றாம் யோவான்	Johan III av Portugal
வைடூரியம் (கல்)	Lapis lazuli
உமிழ் நிறமாலை	Emissionslinje
தன்னினக் கவர்ச்சி விசை	Kohesion (kemi)
கண்டிஜா	Ggantija
2008 மாற்றுத்திறனுடையோர் ஒலிம்பிக் விளையாட்டுப் போட்டிகள்	Paralympiska sommarspelen 2008
ஒட்டிப் பிறந்த இரட்டையர்	Siamesiska tvillingar
செனாப் ஆறு	Chenab
ஹர்ஷவர்தனர்	Harshvardhan
பெருக்கல் நேர்மாறு	Reciprok (matematik)
படைத்துறை வானூர்தி	Stridsflygplan
சமய சார்பின்மை	Sekularism
இராகம்	Raga
ஆலிவரும் நண்பர்களும்	Oliver & gänget
ஹாரி பாட்டர் (திரைப்பட தொடர்)	Harry Potter (filmserie)
சார்லஸ் பொரோமெயோ	Carlo Borromeo
மெசியா நம்பிக்கை யூதம்	Messiansk judendom
நோக்கியா லூமியா 610	Nokia Lumia 610
ஐக்கிய நாடுகள் சபையின் கடல் சட்ட சாசனம்	Förenta nationernas havsrättskonvention
மாதவிடாய் குப்பி	Menskopp
ஜோஷ் ஹட்சர்சன்	Josh Hutcherson
தி ட்விலைட் சாகா: எக்லிப்ஸ்	The Twilight Saga: Eclipse
புதன்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en onsdag
வியாழக்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en torsdag
தோர்	Thor (film)
திங்கட்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en måndag
சனிக்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en lördag
செவ்வாய்க்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en tisdag
வெள்ளிக்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en fredag
ஞாயிற்றுக்கிழமையில் துவங்கும் நெட்டாண்டு	Skottår som börjar en söndag
ஜம்னாலால் பஜாஜ்	Jamnalal Bajaj
ஜார்ஜ் எவரஸ்ட்	George Everest
சிறுமுரண் இரும்பியக் காந்தவியல்	Ferrimagnetism
டெனாலி தேசியப் பூங்கா	Denali nationalpark
பேட்டன் (திரைப்படம்)	Patton (film)
பிரேசில் பேரரசு	Kejsardömet Brasilien
கப்படோசீயா, துருக்கி	Kappadokien
தற்கொலைத் தாக்குதல்	Självmordsattack
கெரார்டு ஆன்சன்	Gerhard Henrik Armauer Hansen
பெல் ஆய்வுக்கூடங்கள்	Bell Labs
திரித்துவப் புகழ்	Gloria Patri
அய்யாவழி	Ayyavazhi
செயற்கை மழை	Molnsådd
முதலாம் யசீத்	Yazid I
டோக்கியோ பங்குச் சந்தை	Tokyobörsen
ரூப்பையா பண்டா	Rupiah Banda
கெண்டி (தாவரம்)	Kannrankesläktet
வோல்வரின் (திரைப்படம்)	X-Men Origins: Wolverine
பெர்க்சயர் ஹாதவே	Berkshire Hathaway
ஒக்ஸ்போர்ட் பல்கலைக்கழகப் பதிப்பகம்	Oxford University Press
ஈரப்பசை	Fukt
ஜார்ஜ் குர்ச்சீயெவ்	Georgij Gurdzjijev
ஈஎஸ்பிஎன்	ESPN
இருபிளவுப் பரிசோதனை	Dubbelspaltsexperimentet
லோறன்ஸ் லெசிக்	Lawrence Lessig
பிலிப்பு நேரி	Filippo Neri
சரணடைதல் (படைத்துறை)	Kapitulation
வி-22 ஒஸ்பிரே	Bell Boeing V-22 Osprey
மலமிளக்கி	Laxermedel
நேச நாடுகளின் சிசிலியப் படையெடுப்பு	Allierade invasionen av Sicilien
லுண்ட் பல்கலைக்கழகம்	Lunds universitet
மேகி கிரேஸ்	Maggie Grace
அங்குலம்	Tum
மைக்கேல் டெல்	Michael Dell
பி-1 லான்செர்	Rockwell B-1 Lancer
அலனைன்	Alanin
மொரார்ஜி தேசாய்	Morarji Desai
நிலை அலைவு	Libration
வடக்கு ஆப்பிரிக்கப் போர்முனை	Fälttåget i Nordafrika
சிவப்பணுவாக்கி	Erytropoetin
சவ்வரிசி	Sago
அடோப் இன்டிசைன்	Indesign
அண்ட்சிரனனா	Antsiranana
அவ்ரோ வல்கன்	Avro Vulcan
வருடம் 2000 சிக்கல்	Millenniebuggen
ராகுலன்	Rahula
எ மேன் பார் ஆல் சீசன்ஸ் (திரைப்படம்)	En man för alla tider
பலத்தீன் நாடு	Palestina (stat)
உடற் பயிற்சி	Träning
ஐக்கிய நாடுகள் பொதுச் சபை பார்வையாளர்கள்	Observatörsstatus i FN:s generalförsamling
மிக அருகிய இனம்	Akut hotad
அறிவியல் குறியீடு	Grundpotensform
மொங் மக்கள்	Hmongfolket
முலைப்பால் வெல்லம் தாளாமை	Laktosintolerans
மார்க்கோ போலோ பாலச் சம்பவம்	Marco Polo-broincidenten
சிறுத்தை	Leopard (olika betydelser)
உள்ளீடு/வெளியீடு	I/O
ஜூடித் பட்லர்	Judith Butler
பொன்சி முறைமை	Ponzibedrägeri
துணிகர மூலதனம்	Venturekapital
சுவர் ஓவியம்	Muralmåleri
சினை	Rom (ägg)
எ வாக் டு ரிமெம்பர்	A Walk to Remember
முதனியியல்	Primatologi
தலித்	Dalit
சியாரோஸ்கியூரோ	Klärobskyr
வாஷிங்டன் பல்கலைக்கழகம்	University of Washington
கரோலின்ஸ்கா மையம்	Karolinska institutet
ரெனே லென்னக்	René Laënnec
நுண்கலை	De sköna konsterna
ஏ.எச்-1 கோப்ரா	Bell AH-1 Cobra
அல்ஃபாத்திஹா (குர்ஆன்)	Al-Fatiha
சூரத்துல் பகரா	Al-Baqara
ஐக்கிய நாடுகள் பொறுப்பாட்சி மன்றம்	FN:s förvaltarskapsråd
ஒருமுனைக் காந்தம்	Magnetisk monopol
எக்ஸ்-மென் 2	X-Men 2
இரவுக் காவல் (ஓவியம்)	Nattvakten
கூகுள் நிகழ்படங்கள்	Google Videos
மேத்தியூ பிலிண்டர்சு	Matthew Flinders
ஒருமைய வலய மாதிரி	Cirkelmodellen
டால்ட்டனின் விதி	Daltons lag
தேன் நிலவு	Smekmånad
மிகக்குறுகிய பாதையை முதலில் திறத்தல்	Open Shortest Path First
இஸ்லாம் தேசம்	Nation of Islam
குறுக்குக் குற்றி	Sliper
சேத் ரோகன்	Seth Rogen
சாரோசு சுழற்சி	Saroscykeln
ஊடக ஓடை	Strömning (över internet)
சேவைத் தரம்	Quality of Service
திரைப்பட விழா	Filmfestival
த பேர்சுயிட் ஒப் கப்பினஸ்	Jakten på lycka
கால் பென்	Kal Penn
ஐக்கிய நாடுகள் செயலகம்	FN-sekretariatet
சேவை சார் கட்டமைப்பு	Tjänsteorienterad arkitektur
த பிரெஞ்சு கன்னக்சன் (திரைப்படம்)	French Connection – Lagens våldsamma män
பிறையன் சிங்கர்	Bryan Singer
எண்முறைக் கையொப்பம்	Digital signatur
