अफ़्रीका	Afrika
स्वात	Swat, Pakistan
गीत गोविन्द	Gitagovinda
हख़ामनी साम्राज्य	Akemenider
हृदयवाहिका रोग	Hjärt- och kärlsjukdomar
टोरंटो अंतर्राष्ट्रीय फ़िल्म समारोह	Toronto International Film Festival
ग्लैमर	Glamour
मूषा	Degel
देरवेज़े	Derweze
महर्षि अगस्त्य	Agastya
पॉलिनीशियाई भाषाएँ	Polynesiska språk
चादर	Lakan
IONIS शिक्षा समूह	IONIS Education Group
एमबीए की एसोसिएशन	Association of MBAs
क्यूबेक का ध्वज	Québecs flagga
अल्बोर्ज़ प्रांत	Alborz (provins)
शस्त्र उद्योग	Försvarsindustri
अघोर पंथ	Aghori
आनुवांशिक संशोधित फसल	Genmodifierade livsmedel
अग्नि देव	Agni
यन्त्र	Yantra
अगौरा हिल्स	Agoura Hills, Kalifornien
विकिपीडिया:स्थानांतरण	Wikipedia:Flytta sida
कृषिक समाज	Jordbrukssamhälle
उमर करामी	Omar Karami
कृषिवानिकी	Agroforestry
अलोन	Alone
यार्चा गुम्बा	Larvsvamp
एगुलस धारा	Agulhasströmmen
शक्ति	Power
कैण्टन	Canton
आख़ाल प्रान्त	Achal
ईस्ट इण्डिया कम्पनी	Ostindiska kompaniet
मिशन इम्पॉसिबल (बहुविकल्पी)	Mission: Impossible (olika betydelser)
अहमद शाह बहादुर	Ahmed Shah Bahadur
अहमदाबाद जिला	Ahmedabad (distrikt)
अहमदनगर जिला	Ahmednagar (distrikt)
पूर्वज	Förfäder
नाका	Checkpoint
पोर्टेला हवाई अड्डा	Lissabon-Portela flygplats
! (बहुविकल्पी)	! (olika betydelser)
कारगिल युद्ध	Kargilkriget
अइमाक़ लोग	Aimaker
मुंबई विश्वविद्यालय	Mumbaiuniversitetet
एयर इंडिया एक्सप्रेस उड़ान ८१२	Air India Express Flight 812
एयर इंडिया फ़्लाइट 182	Air India Flight 182
एयर अरबिया	Air Arabia
एयर अस्ताना	Air Astana
एयर कनाडा सैंटर	Air Canada Centre
कैल्सियम हाइपोक्लोराइट	Kalciumhypoklorit
लिनोलेनिक अम्ल	Linolsyra
थैलेट	Ftalater
न्यूयॉर्क नगर शिक्षा विभाग	New York City Department of Education
बार्बिट्यूरिक अम्ल	Barbitursyra
ऐटकेन (क्रेटर)	Aitken (månkrater)
2-मर्केप्टोइथेनाल	2-Merkaptoetanol
डाइमिथाइलएसिटामाइड	Dimetyletanamid
क्लोराल हाइड्रेट	Kloralhydrat
मिथाइल टर्ट-ब्यूटाइल इथर	MTBE
एमाइल नाइट्राइट	Isopentylnitrit
सिलिकन कार्बाइड	Kiselkarbid
यशदीकरण	Galvanisering
अल्युमिनियम हाइड्रोक्साइड	Aluminiumhydrid
प्रांगारल गन्धेय	Karbonylsulfid
मेलिक एनहाइड्राइड	Maleinsyraanhydrid
रोटेनॉन	Rotenon
आयडोफार्म	Jodoform
कैल्शियम ऑक्ज़ेलेट	Kalciumoxalat
गुआइआकोल	Guajakol
बार्बिटॉल	Barbital
से्फ्रोल	Safrol
फरफुरल	Furfural
बोर्निऑल	Borneol
रिसपेरीडोन	Risperidon
अजमेर जिला	Ajmer (distrikt)
बायोप्लास्टिक (जैवप्लास्टिक)	Bioplast
आइसोफ्लुरेन	Isofluran
मिथाइल एसिटेट	Metylacetat
एमोबार्बिटल	Amobarbital
अकात्सुकी (अंतरिक्ष यान)	PLANET-C
सिकंदरा, आगरा	Akbar den stores mausoleum
हिन्दू मापन प्रणाली	Kalpa
तेलुगू लोग	Telugu (folk)
क्विनोलीन	Hydrokinon
फ़अ	Phở
आक़्सू विभाग	Aksu, Xinjiang
जी6पीडी	Glukos-6-fosfatdehydrogenas
अल्युमिनियम सल्फेट	Aluminiumsulfat
कार्बनिक अम्ल	Organisk syra
अर्बुद दमनकारी पित्रैक	Tumörsuppressorgen
लॉरिक अम्ल	Laurinsyra
नील	Indigo (färgämne)
गैलियम आर्सेनाइड	Galliumarsenid
संभ्रांतवाद	Elitism
International Standard Name Identifier	International Standard Name Identifier
गटापारचा	Guttaperka
डेल्टा बेरिऑन	Deltabaryon
लिवोफ़्लॉक्सासिन	Levofloxacin
नाइट्रोजन ऑक्साइड	Kväveoxider
मट्ठा प्रोटीन	Vassleprotein
इमिपेनेम	Imipenem
गृह विज्ञान	Hem- och konsumentkunskap
जॉन फिटजेराल्ड	John Fitzgerald
फोगो, वर्दे अंतरीप	Fogo
दाबलंघिका	Hävert
नेपाल कम्युनिस्ट पार्टी (एमाले)	Nepals kommunistiska parti (Förenade marxist-leninisterna)
क्लिक व्यंजन	Klickljud
खाद्य तेल	Matolja
अम्दो	Amdo
अतिर​ऊ प्रांत	Atyraw (provins)
दशमलव बिन्दु	Decimaltecken
बैंगनी (रंग)	Violett
इतिहास का भौगोलिक धुराग्र	Kärnlandsteorin
खर्ग	Kharga
धौति	Dhauti
संगणक अभियान्त्रिकी	Datateknik
करेला	Bittergurka
मस्जिद अल-हरम	Masjid al-Haram
धातु हाइड्रोजन	Metalliskt väte
बेल्लारी	Ballari
सांगली	Sangli
रोज़ (रंग)	Rosa (färg)
चपड़ा	Schellack
मोब्लॉगिंग	Mobilblogg
ईज़ेह	Izeh
जन्माष्टमी	Janmastami
चिंकारा	Gazella bennettii
नाज़रथ	Nasaret
ग्रेसी सिंह	Gracy Singh
कलगीदार सर्प चील	Orienthjälmörn
मियामी मास्टर्स	Sony Ericsson Open
राजकुमारी अमृत कौर	Amrit Kaur
आंशिक भिन्न	Partialbråksuppdelning
टीडी गार्डन	TD Garden
डेविड कार्प	David Karp
अल्ताविस्ता (AltaVista)	Altavista
सोहा अली खान	Soha Ali Khan
पैट्रीशिया कैनिंग टॉड	Patricia Canning Todd
ट्वेण्टिएथ सॅञ्चुरी फ़ॉक्स	Twentieth Century Fox
अंडर द डोम	Under kupolen
बेन एल्टन	Ben Elton
एलिसिया रहेट	Alicia Rhett
ग्रे'ज़ ऐनैटमी	Grey's Anatomy
प्रत्यावर्ती श्रेणी	Alternerande serie
१ − २ + ३ − ४ + · · ·	1 − 2 + 3 − 4 + ⋯
मुहम्मद अमीन अली पाशा	Mehmed Emin Ali Pascha
जिल अब्रांसन	Jill Abramson
रोमेन ड्युरिस	Romain Duris
निकोलो द कोंटी	Niccolò de' Conti
अर्जुन रामपाल	Arjun Rampal
गोपनीयता	Tystnadsplikt
जेम्स रॉथमैन	James Rothman
मिस्र का धर्म	Fornegyptisk religion
त्वग्वसास्राव	Seborré
रज्जु	Kord
अलवर जिला	Alwar (distrikt)
फेलिक्स मैनटिला	Félix Mantilla Botella
पोप फ्रांसिस	Franciskus (påve)
ढ़लाई (धातुकर्म)	Valsning
शपथपत्र	Affidavit
द स्मर्फ्स	Smurfarna (film)
असेम्बली लाइन	Löpandebandprincipen
आन्द्रेज़ जेरेड	Anders Järryd
बोबे का विंसेंट	Vincent av Beauvais
अमरूकशतकम्	Amaru
टॉम ओकर	Tom Okker
बैरम खां	Bajram Khan
अलेक्ज़ैंडर कन्निघम	Alexander Cunningham
ए ओ ह्यूम	Allan Octavian Hume
फ़िरोज़ शाह तुग़लक़	Firuz Shah
आप्पा शेर्पा	Lhakpa Tenzing Sherpa
कैंपिंग	Camping
चीनी भाषा और साहित्य	Kinesisk litteratur
अम्बाला	Ambala
अंबेडकर नगर	Ambedkar Nagar
मिनी इसराइल	Mini Israel
वेस्टमिंस्टर ब्रिज	Westminster Bridge
कोलंबस क्रू एससी	Columbus Crew
सिद्धार्थ (उपन्यास)	Siddhartha
ओकापि राष्ट्रीय उद्यान	Okapi viltreservat
कहुजी-बेगा राष्ट्रीय उद्यान	Kahuzi-Biega nationalpark
उभयउपांग-कुशलता	Ambidextri
द जेटसन	Jetsons
लहरतख़्ता	Surfingbräda
देवन नायर	C.V. Devan Nair
एस आर रंगनाथन	S.R. Ranganathan
अमबोहिमांगा	Ambohimanga
खुर्रमशहर	Khorramshahr
चेलेंजर डीप	Challengerdjupet
खोइसान	Khoisan
सिलहट उपक्षेत्र	Sylhet (provins)
स्टीवन जेरार्ड	Steven Gerrard
संग्रहालय विज्ञान	Museologi
मेनिएर रोग	Ménières sjukdom
उल्हासनगर	Ulhasnagar
रिएने सोफ़िया राष्ट्रीय कला केंद्र संग्रहालय	Museo Reina Sofía
यी लोग	Yi (folk)
मुज़फ़्फ़राबाद	Muzaffarabad
कासा बातिओ	Casa Batlló
मर्सिडीज-बेंज एस-क्लास	Mercedes-Benz S-klass
